run_id,date,git_sha,config_name,phase,domain,alpha,prior_id,train_ckpt,eval_set,cer,wer,domain_term_recall,domain_term_precision,hallucination_rate,timestamp_error,latency_ms,rtf,gpu_mem_mb,score_decision,status,notes
baseline_v1,2026-04-06,d43d4e7,baseline,0,insurance_callcenter,1.0,none,,eval_v1,0.128522,0.355155,0.852226,,0.0,0.0,177.23,,,BASELINE,BASELINE,Phase 0 baseline lock
